Income,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Children,Total_AcceptedCmp
50520.0,112,0,6,2,1,14,2,3,1,3,6,64,1,0
80124.0,483,84,398,205,84,241,1,3,7,8,1,59,0,1
33183.0,7,5,39,17,15,37,2,4,0,3,7,47,1,0
66582.0,789,25,420,16,38,0,1,2,8,9,1,53,0,0
75261.0,1239,17,413,23,34,17,1,5,6,5,2,67,0,0
31880.0,4,1,5,2,0,3,1,1,0,2,8,52,1,0
53790.0,335,42,127,28,5,5,3,7,2,8,6,71,2,0
49269.0,639,8,166,11,8,58,3,7,3,12,7,51,1,0
61456.0,563,76,384,84,192,89,4,6,10,13,4,47,1,0
37406.0,2,0,8,2,2,3,1,1,0,2,8,42,1,0
56937.0,746,8,125,11,8,8,7,8,6,9,6,41,1,0
38415.0,22,1,13,4,0,4,2,1,0,3,7,44,2,0
20518.0,4,1,6,4,1,9,1,1,1,2,5,34,1,0
62503.0,478,0,193,110,75,117,4,8,3,11,5,66,1,0
41644.0,20,3,4,2,0,2,2,1,0,3,3,50,2,0
55842.0,451,0,39,0,4,24,1,7,1,8,5,45,1,0
62010.0,371,22,39,6,0,92,4,6,2,7,5,50,1,0
41124.0,281,7,84,15,0,119,7,7,3,4,8,45,1,0
38961.0,19,7,19,0,1,24,1,2,1,2,7,49,1,0
37760.0,26,3,13,2,10,0,1,2,0,3,6,50,1,0
32233.0,138,15,35,25,11,72,2,6,2,2,9,48,1,1
43057.0,213,2,44,0,2,5,4,4,2,5,5,47,1,0
83151.0,407,28,100,120,74,18,1,5,9,4,3,62,0,0
78825.0,483,74,114,169,37,18,1,5,10,13,3,58,0,0
65104.0,738,0,232,13,20,50,2,3,5,7,7,46,1,0
60093.0,502,12,109,16,6,90,2,7,2,10,6,48,1,0
28457.0,24,1,108,29,29,14,1,4,1,4,8,70,0,0
78952.0,1170,19,594,99,76,134,2,2,5,12,6,64,1,0
46310.0,185,2,88,15,5,14,2,6,1,5,8,46,1,0
76005.0,983,20,389,240,50,40,1,3,5,13,6,67,0,1
58308.0,691,0,69,10,0,130,4,2,6,3,8,58,1,0
55614.0,504,13,131,8,0,26,1,9,4,6,7,78,0,0
59432.0,317,25,265,25,19,12,3,5,3,11,5,60,1,0
55563.0,29,1,9,2,0,2,1,2,0,3,3,44,1,0
78642.0,1396,0,322,46,35,17,1,4,9,4,6,51,1,0
67911.0,529,0,356,63,28,0,3,6,7,11,3,73,1,0
65275.0,388,14,218,91,14,21,1,4,3,13,2,78,0,0
27203.0,13,2,21,4,0,24,2,1,1,2,8,72,2,0
48330.0,28,0,4,0,0,0,1,1,0,3,5,61,1,0
24279.0,16,36,21,20,62,108,1,4,1,3,8,32,0,0
64355.0,1047,0,140,67,38,153,2,4,3,12,8,37,1,0
50943.0,31,0,7,2,0,6,1,1,0,3,5,66,1,0
53653.0,815,10,239,28,10,108,2,10,4,12,6,69,0,0
65665.0,225,162,387,106,36,29,1,5,10,8,3,46,1,0
81217.0,493,70,324,146,40,84,1,3,7,11,1,33,0,0
34935.0,34,4,66,3,10,20,1,2,1,4,7,30,0,0
61250.0,382,138,65,60,26,59,6,5,2,12,5,63,1,0
39665.0,127,1,56,0,1,31,3,4,2,3,7,41,1,1
60152.0,325,83,300,86,58,91,1,6,4,12,3,43,1,0
48920.0,238,17,68,8,10,6,3,6,2,5,7,58,2,0
89120.0,1168,92,408,72,129,55,1,5,6,7,1,63,0,0
44124.0,284,0,55,0,6,52,4,6,2,5,8,76,1,0
81169.0,1288,20,613,80,61,27,1,5,7,9,2,47,0,0
36443.0,65,0,46,4,3,20,4,3,1,3,8,61,2,0
26095.0,11,7,9,3,1,11,1,1,0,3,7,32,1,0
71367.0,227,23,389,42,21,75,1,4,5,7,2,63,0,0
80184.0,1035,134,670,25,38,0,1,6,3,10,3,78,0,1
30630.0,27,1,12,2,0,10,2,2,0,3,7,57,2,0
73454.0,982,73,351,56,14,175,1,2,4,6,5,35,0,1
42691.0,179,2,64,38,17,58,1,5,1,6,5,31,0,0
70503.0,1379,33,216,0,33,66,1,2,4,9,6,69,0,0
25545.0,32,1,64,16,12,85,3,2,2,3,6,35,1,0
32880.0,8,4,15,7,6,2,1,1,0,3,8,36,1,0
77863.0,881,38,319,16,25,12,1,4,5,10,2,64,0,0
50353.0,141,15,153,67,31,35,1,4,4,6,3,45,0,0
61839.0,1000,155,379,224,17,120,1,4,8,4,8,58,0,0
49154.0,206,10,67,30,27,71,6,4,1,8,6,62,2,0
47682.0,162,61,83,97,57,61,4,4,3,8,5,47,1,0
72679.0,619,54,260,127,54,54,1,4,7,5,1,53,1,0
57954.0,456,4,24,0,0,9,7,8,2,6,7,45,2,0
65316.0,112,6,92,3,9,38,2,3,2,5,4,60,2,0
28567.0,11,3,22,2,2,6,2,2,0,3,6,40,1,0
47352.0,172,12,112,8,0,15,4,6,1,5,7,71,1,0
44931.0,78,0,11,0,0,7,1,2,1,3,5,55,1,0
76982.0,464,151,292,65,60,30,1,8,3,4,4,55,0,0
57247.0,99,4,32,37,54,6,2,2,1,7,2,70,1,0
22944.0,19,3,19,4,5,26,3,3,0,3,7,41,1,0
25315.0,1,9,8,11,3,22,3,3,0,3,8,45,1,0
43638.0,63,10,83,7,19,19,2,4,1,4,7,53,1,0
42710.0,252,3,42,4,3,102,2,4,5,3,6,38,1,0
84169.0,1478,19,403,0,19,0,1,7,6,6,3,40,0,0
54058.0,198,18,252,32,108,54,2,4,6,8,3,46,1,0
24683.0,8,4,10,6,7,6,2,2,0,4,5,32,1,0
85620.0,416,46,925,60,107,46,1,3,6,4,1,58,0,0
47850.0,42,7,43,20,12,10,1,3,0,4,6,42,1,0
27159.0,17,0,3,0,0,1,2,1,0,3,6,49,2,0
39548.0,15,4,10,3,4,18,2,1,1,3,3,59,2,0
21474.0,6,16,24,11,0,34,2,3,1,2,7,33,1,1
60504.0,458,0,24,6,4,34,2,6,2,8,6,51,1,0
22419.0,30,3,47,19,21,42,1,3,2,2,8,59,0,0
81698.0,179,28,520,111,123,47,1,3,8,13,1,73,0,0
43462.0,90,17,97,15,6,15,6,4,1,5,8,70,2,0
54880.0,308,85,137,102,45,118,2,6,2,11,5,44,1,0
79908.0,557,129,761,29,185,111,1,5,6,7,2,40,0,0
87771.0,1492,38,287,50,57,33,1,5,10,4,6,63,1,2
33039.0,30,8,12,8,8,12,1,2,0,4,5,44,1,0
81741.0,249,153,940,58,134,38,0,6,6,7,2,42,0,0
71499.0,465,25,132,136,0,37,2,8,3,13,4,51,1,0
62466.0,129,129,259,168,121,83,5,6,3,12,4,52,1,0
48799.0,174,18,81,28,6,24,3,3,2,7,3,59,1,0
52157.0,189,2,29,3,2,40,2,3,2,5,4,72,1,0
66565.0,747,10,161,65,40,42,4,4,2,9,8,60,1,0
29298.0,6,0,2,2,0,1,1,1,0,2,5,71,2,0
47691.0,14,0,3,0,0,4,1,1,0,2,6,43,1,0
38200.0,12,0,4,0,0,1,1,1,0,2,7,52,2,0
44989.0,98,0,106,49,10,106,5,5,1,5,6,48,1,0
38443.0,32,0,5,0,0,1,2,1,0,3,7,54,2,0
38593.0,51,12,49,17,24,24,3,4,1,3,8,44,1,0
64413.0,200,5,44,0,10,20,1,5,1,5,5,52,1,0
36959.0,25,6,25,6,0,0,2,2,0,3,8,41,1,0
61996.0,1050,12,144,0,0,24,3,6,4,8,5,45,1,2
51287.0,117,0,22,13,0,30,3,4,1,3,7,54,2,0
47472.0,56,0,11,0,0,8,2,2,0,4,5,56,2,0
54603.0,145,13,46,17,2,4,6,4,2,4,7,66,2,0
45207.0,203,0,10,0,0,2,5,3,1,6,6,48,2,0
40689.0,270,3,27,39,6,99,7,7,1,5,8,71,1,0
47821.0,9,0,16,6,6,10,1,1,0,3,8,55,2,0
27450.0,37,12,23,8,11,52,1,2,1,3,7,71,0,0
39453.0,46,0,7,0,0,2,2,2,0,3,6,39,1,0
26850.0,31,1,13,7,2,9,4,2,1,4,4,51,2,0
79800.0,1060,21,530,32,0,224,1,5,11,5,3,67,0,2
61794.0,264,47,188,54,47,11,2,4,4,10,2,61,1,0
53863.0,399,4,30,6,4,30,3,7,1,7,7,67,1,0
24221.0,8,9,9,2,5,22,1,1,1,3,4,63,0,0
39684.0,19,0,35,6,4,17,2,2,1,2,7,38,1,0
92163.0,817,183,797,106,163,20,0,5,11,5,2,47,0,1
69882.0,292,127,635,132,127,165,1,3,7,9,1,57,0,0
33178.0,12,6,2,11,2,16,1,1,0,3,4,45,1,0
59973.0,130,30,168,20,34,0,1,3,4,7,1,50,0,0
23910.0,16,12,18,7,1,13,1,2,0,3,7,53,1,0
42169.0,19,0,9,0,0,2,2,1,0,3,8,53,2,0
26224.0,4,7,15,13,9,15,3,2,1,3,6,44,1,0
31089.0,31,3,31,2,8,4,3,3,0,4,8,41,1,0
30081.0,36,0,2,0,0,4,1,1,0,3,7,61,1,0
62807.0,526,28,135,10,21,99,3,5,3,12,5,62,1,0
72906.0,400,32,519,71,75,54,1,3,4,9,1,67,0,0
61467.0,410,16,114,0,5,49,3,5,2,10,5,74,2,0
49618.0,80,3,26,4,2,14,4,3,1,3,7,56,2,0
21888.0,88,10,46,2,3,64,4,5,1,2,10,36,1,0
42429.0,55,0,6,2,0,4,2,1,1,3,5,49,1,0
26150.0,5,1,13,3,5,1,1,1,0,3,7,66,3,0
30801.0,8,4,5,15,2,11,2,1,0,3,7,47,1,0
81168.0,410,0,592,147,22,22,1,6,4,7,3,57,0,1
26877.0,101,13,76,20,18,40,2,3,1,6,6,53,0,0
45006.0,162,25,53,16,0,10,1,3,1,7,3,78,0,0
22574.0,25,0,8,2,0,2,2,2,0,3,7,55,3,0
48240.0,389,91,248,64,49,41,3,6,3,13,5,53,0,0
45837.0,215,13,87,17,17,24,5,6,2,5,7,48,2,0
35791.0,27,0,5,0,0,3,2,1,0,3,8,57,3,0
54162.0,5,6,10,6,5,10,1,1,0,3,4,44,2,0
30522.0,179,8,83,19,11,26,5,1,2,9,2,62,1,0
54456.0,352,0,27,10,0,15,3,6,1,7,6,61,1,0
31632.0,17,8,12,11,15,32,1,2,1,2,7,51,0,0
72298.0,625,35,169,58,17,35,1,4,3,6,1,73,0,0
36975.0,10,6,11,0,4,2,1,1,0,3,7,44,1,0
72635.0,390,22,323,104,35,107,1,6,8,6,3,67,0,1
84196.0,215,63,507,231,31,190,1,8,4,7,3,47,1,0
70971.0,1001,17,572,93,125,17,7,11,11,5,7,62,1,0
34487.0,19,18,33,24,1,8,3,3,0,3,9,45,2,0
28769.0,41,5,129,10,3,3,3,4,1,4,9,45,1,0
69084.0,1181,107,199,39,30,30,2,7,3,13,8,52,1,0
65488.0,603,45,207,36,18,54,1,3,4,6,1,64,0,0
62466.0,129,129,259,168,121,83,5,6,3,12,4,52,1,0
32218.0,10,24,15,13,1,30,1,2,1,3,7,62,0,1
83917.0,514,22,732,42,198,79,1,6,7,7,3,49,0,0
46102.0,14,0,1,0,0,1,1,1,0,2,7,60,3,0
84574.0,387,20,713,38,54,163,1,9,11,11,5,70,0,0
56181.0,121,103,69,8,44,48,1,4,2,7,4,60,1,0
63120.0,965,69,279,54,41,69,5,8,4,9,7,72,1,0
73691.0,707,21,250,85,43,73,2,6,2,8,2,51,1,1
63381.0,571,50,142,33,50,159,4,4,5,13,2,62,1,0
76140.0,586,66,653,17,0,26,1,5,9,6,2,74,0,0
62859.0,1063,89,102,16,12,25,4,9,4,6,6,63,1,0
45906.0,305,3,27,4,3,144,2,5,4,4,5,58,1,1
77632.0,1200,105,758,0,42,147,1,4,2,6,2,75,0,0
46463.0,163,2,40,8,11,11,7,3,1,6,6,51,2,0
105471.0,1009,181,104,202,21,207,0,9,8,13,3,52,0,1
55282.0,125,6,73,8,4,19,1,3,1,6,4,52,1,0
78710.0,721,0,152,119,50,50,3,7,6,12,4,45,1,0
66886.0,315,4,62,41,31,146,2,7,1,7,5,64,1,0
98777.0,1000,19,711,125,115,38,0,4,6,9,1,62,0,0
29103.0,16,0,17,6,3,6,2,1,0,3,9,37,1,0
67445.0,757,80,217,29,80,11,5,9,6,12,6,48,1,0
50616.0,30,2,25,0,1,9,1,1,1,4,2,72,1,0
49431.0,219,3,100,26,0,17,2,7,1,5,8,67,1,0
61278.0,111,3,28,2,6,15,2,3,1,4,6,69,1,0
26490.0,45,47,52,21,20,25,2,3,1,5,6,64,0,0
73059.0,410,112,420,0,82,71,1,9,3,13,4,75,1,0
46734.0,100,1,39,6,1,76,4,3,2,3,6,56,3,1
56253.0,509,0,65,7,11,5,4,7,2,9,6,59,1,0
58330.0,445,53,213,104,98,151,1,6,4,13,4,47,1,0
25965.0,2,2,11,41,7,11,1,2,0,3,8,42,0,0
45068.0,14,0,3,0,0,3,1,1,0,2,7,48,1,0
21063.0,1,10,11,19,3,15,2,2,0,3,6,35,1,0
29187.0,26,0,6,0,0,2,1,1,0,3,8,54,1,0
54690.0,111,16,37,7,9,18,3,3,1,5,3,51,2,0
59304.0,418,61,428,80,51,10,3,7,8,10,5,58,1,0
59247.0,327,9,122,19,14,83,5,5,2,9,6,60,2,0
66731.0,371,159,194,58,106,141,4,4,3,6,3,52,1,0
77353.0,275,59,107,69,101,59,2,6,4,8,4,42,1,0
52614.0,789,0,142,12,9,38,2,2,4,8,8,47,1,0
26751.0,1,1,5,0,3,1,1,1,0,2,8,48,2,0
81300.0,1004,12,145,32,12,36,3,10,3,5,5,59,1,1
70337.0,187,81,149,25,43,91,1,2,2,12,1,43,0,0
36145.0,56,4,76,17,1,18,4,4,1,3,9,37,1,1
65295.0,365,32,117,34,110,6,1,3,3,13,2,42,0,0
68118.0,595,23,123,10,23,154,2,8,9,4,6,59,1,0
68743.0,1132,134,384,175,134,115,1,11,5,13,7,55,0,0
41039.0,34,11,137,179,61,45,1,8,1,5,8,40,0,0
38946.0,116,6,82,6,6,41,2,3,1,6,5,67,1,0
65777.0,565,32,435,28,32,54,1,2,8,6,1,55,0,0
66476.0,372,18,126,47,48,78,2,5,2,11,4,46,1,0
86857.0,899,102,838,133,102,40,1,5,6,10,2,50,0,0
77845.0,760,40,480,0,40,26,1,3,5,12,1,33,0,1
69476.0,260,86,559,63,9,67,1,4,6,4,2,53,0,0
50611.0,459,0,24,6,0,4,6,4,5,7,6,62,1,0
61209.0,466,0,224,119,49,99,1,5,3,4,2,52,0,0
42315.0,67,15,80,17,11,80,3,1,4,4,3,64,1,0
47570.0,67,1,20,0,2,31,3,2,2,2,7,73,2,0
61923.0,92,4,18,3,3,6,1,2,1,4,3,61,2,0
34824.0,4,2,11,2,0,4,1,1,0,2,6,27,0,0
26518.0,20,1,28,3,3,2,3,2,0,3,8,73,2,0
45938.0,273,11,178,62,83,29,2,8,4,6,6,61,0,0
78468.0,434,22,388,104,22,34,1,10,7,10,4,62,0,1
78901.0,321,11,309,33,26,34,3,9,3,5,4,49,1,0
71427.0,212,123,177,15,64,23,2,8,2,8,4,44,2,0
71022.0,909,12,278,0,12,242,3,5,2,11,8,44,1,1
90247.0,1184,32,352,21,16,16,1,3,4,7,1,34,0,1
41335.0,112,19,21,16,14,5,3,4,1,4,7,54,1,0
71952.0,656,80,455,52,107,93,2,8,4,8,4,36,1,1
35682.0,23,0,8,6,2,18,1,1,1,3,2,52,1,0
43185.0,537,6,42,16,6,30,2,9,3,6,8,71,1,0
66375.0,712,0,45,0,0,191,3,2,4,5,7,74,1,1
35178.0,23,1,13,2,2,18,1,1,1,2,7,51,1,1
25252.0,1,3,4,2,2,6,1,1,0,2,8,36,1,0
55250.0,664,58,83,32,0,66,4,7,5,10,5,57,1,0
33249.0,6,10,21,19,14,42,2,2,1,3,6,47,1,0
58398.0,299,5,201,21,21,49,3,5,4,8,4,69,0,0
50272.0,99,13,66,43,8,4,3,4,1,5,7,40,1,0
76618.0,749,40,294,121,160,147,1,3,2,5,1,47,0,0
87305.0,345,25,501,63,138,80,1,5,3,8,2,62,0,0
25851.0,9,4,18,7,5,5,2,2,0,3,7,44,1,0
58710.0,440,81,368,0,122,174,6,11,5,9,6,52,1,0
45160.0,8,2,5,3,0,3,1,1,0,2,7,64,2,0
74806.0,670,9,249,0,28,9,2,5,4,5,4,57,1,0
59111.0,524,0,134,28,28,155,1,11,1,8,7,68,0,0
72190.0,597,166,597,172,166,249,1,5,6,4,3,57,0,0
44794.0,54,0,7,0,0,4,1,2,0,3,6,56,1,0
80395.0,445,25,706,80,76,48,1,6,5,12,2,67,0,1
75012.0,294,142,218,164,58,151,1,3,8,11,1,46,0,0
56962.0,292,3,77,10,3,26,7,6,3,5,7,57,3,0
89891.0,412,22,132,59,28,183,1,11,6,8,4,31,0,0
35946.0,8,0,3,0,0,0,1,0,0,3,5,73,2,0
53593.0,349,4,78,6,0,43,8,7,2,6,8,69,2,0
66373.0,328,9,124,12,24,109,7,4,2,10,3,44,2,0
45072.0,144,2,99,7,2,30,5,6,1,4,8,74,3,0
89694.0,1126,28,211,37,28,42,3,4,3,4,5,49,2,1
72025.0,967,0,617,43,50,0,1,4,8,13,2,73,0,1
67432.0,432,79,341,177,136,170,2,8,5,4,4,49,1,0
70545.0,138,39,63,55,18,21,1,4,1,7,2,70,1,0
62882.0,509,133,497,78,24,97,2,7,5,6,4,53,1,0
64108.0,948,10,86,13,21,21,4,6,9,11,5,69,1,0
34941.0,39,2,25,4,3,24,2,3,0,3,8,66,2,0
48767.0,28,1,21,3,0,10,3,2,1,3,5,72,3,0
38702.0,13,11,24,13,8,40,2,3,0,4,6,44,1,0
82224.0,307,26,360,138,31,40,1,6,9,5,3,58,0,1
83844.0,901,31,345,75,31,191,1,4,4,11,1,70,0,0
71163.0,283,17,372,138,106,44,1,3,8,12,1,27,0,0
33697.0,4,3,7,0,3,11,1,1,0,2,7,52,1,1
63564.0,769,80,252,15,34,65,1,10,10,7,6,68,0,1
83443.0,518,42,742,55,56,84,1,6,10,5,2,50,0,0
51518.0,350,8,66,17,4,4,2,3,2,10,3,64,1,0
58330.0,445,53,213,104,98,151,1,6,4,13,4,47,1,0
80952.0,778,178,689,41,27,44,1,8,5,11,8,53,0,1
75507.0,709,93,374,104,80,80,1,8,6,6,3,43,0,0
63855.0,359,35,314,93,116,89,1,7,3,13,4,44,0,0
62220.0,799,12,375,16,12,12,5,7,6,5,6,50,1,0
58512.0,895,10,101,13,0,152,5,3,4,8,8,58,1,0
40662.0,40,2,23,0,4,23,2,2,1,3,4,43,1,0
38829.0,76,0,7,0,0,16,1,3,2,2,5,63,1,0
35523.0,11,5,22,12,5,11,2,3,0,3,7,41,1,0
79146.0,245,16,223,21,43,16,2,8,1,8,6,55,2,0
78285.0,647,107,391,175,67,40,1,6,4,10,3,34,0,0
31626.0,39,1,9,2,1,34,1,2,1,2,7,44,1,1
75127.0,203,35,305,46,17,227,1,2,11,5,1,70,0,0
48726.0,138,3,38,4,0,59,3,3,2,4,6,67,1,0
74985.0,587,51,898,247,0,86,1,3,6,7,2,45,0,0
67430.0,595,97,291,127,133,121,1,11,5,12,6,35,0,0
46891.0,43,12,23,29,15,61,1,2,1,4,4,57,1,0
62058.0,301,7,74,10,0,58,4,6,1,7,6,66,1,0
72063.0,180,32,348,76,32,90,2,5,2,12,2,43,1,0
78939.0,794,115,243,150,0,205,1,8,5,6,3,71,0,0
42720.0,392,5,91,28,26,112,8,7,3,7,8,57,2,0
33622.0,39,1,22,3,4,12,3,2,0,4,7,50,2,0
41452.0,13,0,3,0,0,0,1,1,0,2,7,69,2,0
40760.0,70,0,17,0,0,6,2,2,1,3,6,57,1,0
74250.0,680,11,392,75,0,0,1,2,11,4,1,64,0,0
51124.0,26,1,11,0,1,4,2,1,0,3,3,67,2,0
72258.0,522,0,522,227,120,134,2,6,9,5,2,51,1,0
71466.0,412,12,546,78,182,0,1,4,4,10,1,48,0,0
36283.0,6,5,5,8,0,5,2,1,0,3,4,46,2,0
20587.0,2,3,6,4,1,9,1,1,1,2,7,52,1,0
30467.0,1,3,8,2,5,5,1,1,0,2,7,50,1,0
31590.0,6,2,15,6,6,3,1,1,0,3,8,50,1,0
20425.0,4,12,5,3,16,17,2,2,0,3,7,36,1,0
42564.0,324,48,186,39,18,198,6,6,8,4,7,54,1,1
43783.0,327,9,125,25,4,139,6,7,1,8,7,44,1,1
40780.0,229,27,71,13,3,34,4,7,1,5,9,46,1,0
62847.0,521,168,706,80,76,61,1,3,6,4,2,77,0,0
82017.0,184,23,446,30,23,23,1,5,4,7,2,65,0,1
51267.0,183,2,64,7,2,12,4,3,3,5,4,44,2,0
46524.0,31,19,35,26,14,52,2,1,1,5,3,61,1,0
45183.0,219,3,60,12,9,12,1,4,1,7,7,60,0,0
70421.0,479,28,136,75,14,35,3,10,3,7,6,68,1,0
60161.0,584,44,212,46,8,177,3,11,4,8,8,57,1,0
73926.0,627,91,597,159,91,15,1,6,5,12,3,49,0,0
61872.0,330,5,159,36,27,16,4,4,4,9,4,52,1,0
46984.0,19,1,10,2,1,8,1,1,0,3,5,66,2,0
34838.0,28,23,29,29,14,47,3,2,1,4,6,71,2,0
82716.0,606,148,228,15,148,22,1,6,8,13,2,78,0,0
48192.0,1039,43,204,153,58,29,3,2,8,12,8,64,0,2
49681.0,411,0,26,0,0,21,6,7,1,7,7,46,2,0
56850.0,34,1,19,2,7,0,1,1,1,3,2,51,1,0
55267.0,161,28,136,32,3,45,4,3,4,6,3,65,1,0
59666.0,623,53,178,23,17,133,7,3,2,8,8,50,2,0
72504.0,604,26,470,123,161,94,2,5,9,6,2,50,1,0
26872.0,3,10,8,3,16,32,1,1,1,2,6,41,0,0
21359.0,12,2,17,6,1,10,2,2,0,3,8,50,1,0
73170.0,184,174,256,50,30,32,1,5,4,6,2,47,0,0
52750.0,393,0,239,90,69,69,6,5,7,9,4,67,1,0
91820.0,410,73,747,76,161,30,0,5,5,12,1,36,0,0
65968.0,376,9,83,19,4,4,2,5,4,7,3,52,1,0
30772.0,7,2,4,2,1,4,1,1,0,2,6,46,2,0
22507.0,68,0,226,51,157,68,3,10,2,4,9,68,0,0
65685.0,642,14,49,0,7,57,1,9,2,9,5,50,1,0
25804.0,8,7,9,13,6,12,2,2,0,3,8,44,1,0
76412.0,840,53,804,23,71,17,1,5,4,8,3,42,0,1
22063.0,7,10,13,3,11,11,2,2,0,3,7,50,1,0
57091.0,464,5,64,7,0,37,1,7,3,7,5,61,0,1
22419.0,30,3,47,19,21,42,1,3,2,2,8,59,0,0
87771.0,1492,38,287,50,57,33,1,5,10,4,6,63,1,2
78353.0,752,122,476,39,153,34,1,10,2,11,8,63,1,0
93404.0,1279,15,287,20,0,15,3,3,4,7,5,68,3,0
37859.0,22,1,8,2,1,2,2,1,0,3,8,60,3,0
80995.0,860,28,409,73,56,56,1,8,9,4,4,64,1,0
55412.0,10,5,28,11,1,8,1,2,0,3,5,46,2,0
48789.0,351,16,156,7,5,145,1,6,4,7,6,30,0,0
56575.0,421,5,90,0,16,10,3,7,3,7,5,55,2,0
25130.0,2,5,7,0,18,18,2,2,0,3,7,42,1,0
35441.0,25,1,9,2,1,1,2,1,0,3,8,55,2,0
71391.0,336,123,274,46,123,141,5,6,5,12,3,66,1,0
49494.0,191,9,97,0,6,82,2,6,1,5,7,50,1,0
81702.0,563,50,774,28,31,187,1,7,7,12,3,42,0,0
45889.0,31,0,6,0,1,8,1,1,0,3,6,42,1,0
56628.0,479,5,82,7,17,171,2,7,6,5,5,45,1,1
34026.0,18,6,15,12,8,17,3,2,1,3,5,72,2,0
40049.0,91,65,52,10,44,28,3,3,2,6,5,48,1,0
34176.0,5,7,24,19,14,20,4,3,0,4,6,34,1,0
82504.0,362,50,431,134,35,54,1,3,6,7,1,62,0,0
81205.0,724,74,929,97,55,130,1,5,6,7,2,52,0,2
61618.0,605,91,399,0,45,205,2,3,6,8,3,31,0,0
55284.0,547,7,140,0,7,63,3,7,5,8,5,66,1,0
49980.0,104,1,54,13,9,14,2,3,1,5,5,59,1,0
49166.0,224,2,25,7,0,110,2,5,3,3,6,48,1,0
65324.0,384,0,102,21,32,5,3,6,2,9,4,68,1,0
82347.0,556,54,845,202,133,63,1,7,7,10,3,65,0,2
30843.0,24,0,2,0,0,9,2,1,1,2,5,56,2,1
46374.0,408,0,21,0,0,17,3,7,1,7,8,48,1,1
60474.0,265,199,303,234,9,170,7,10,2,12,7,43,1,0
38576.0,34,0,7,0,0,0,1,1,0,3,7,49,1,0
55357.0,374,64,116,84,25,64,3,6,2,11,5,37,2,0
37758.0,27,2,10,0,0,1,2,1,0,3,8,56,2,0
85710.0,600,20,350,29,30,33,1,6,9,10,2,33,0,0
23228.0,13,2,18,6,1,0,2,2,0,3,8,53,1,0
44602.0,167,2,89,0,0,34,6,6,1,4,8,53,2,0
38683.0,46,35,69,84,41,66,6,4,1,6,7,33,1,0
49514.0,88,39,78,58,13,93,2,6,1,4,7,47,1,0
57906.0,243,11,119,10,3,15,3,4,2,8,4,49,1,0
43456.0,275,11,68,25,7,7,3,5,1,8,5,56,1,0
53172.0,121,62,90,68,20,125,3,2,3,8,3,44,1,0
30545.0,4,12,15,19,7,12,2,2,0,3,7,43,1,0
70123.0,1308,0,396,23,0,0,1,5,7,4,3,39,0,1
62450.0,515,47,267,62,66,38,2,5,5,4,3,63,1,0
21675.0,4,0,16,17,4,4,3,4,0,3,7,46,1,0
42395.0,48,13,57,24,15,25,4,3,1,4,7,41,2,0
61346.0,562,58,168,43,16,142,1,5,7,10,3,44,1,0
80812.0,769,22,500,210,143,33,1,4,8,5,2,69,0,2
42835.0,379,4,93,12,9,98,7,6,6,4,6,51,2,0
39922.0,29,12,59,19,1,36,2,3,0,4,8,39,1,0
86424.0,387,68,569,89,45,68,1,6,9,12,1,66,0,0
24762.0,6,10,12,3,15,40,3,3,1,2,8,50,1,1
35797.0,27,1,14,4,1,21,2,2,0,3,8,47,1,0
36627.0,9,1,5,0,0,1,1,0,0,3,5,47,2,0
51111.0,22,0,19,6,5,3,2,2,0,3,6,41,2,0
86857.0,899,102,838,133,102,40,1,5,6,10,2,50,0,0
82072.0,889,55,685,168,92,129,1,3,2,13,1,52,0,0
46231.0,189,2,55,0,5,12,4,6,1,4,9,69,3,0
42243.0,48,0,2,0,0,5,2,2,0,3,7,63,2,0
51195.0,230,14,156,82,24,58,8,9,2,5,8,60,2,0
68092.0,852,60,207,78,36,48,2,2,6,10,5,44,0,0
31814.0,35,3,20,4,1,20,2,2,0,3,9,49,1,1
51390.0,205,20,47,23,2,56,6,5,2,5,5,57,2,0
76630.0,255,31,446,40,56,175,1,3,10,11,1,39,0,0
26868.0,0,0,1,8,3,2,1,1,0,2,7,31,1,0
48948.0,437,8,206,160,49,42,2,7,10,5,6,79,0,1
55260.0,825,8,53,11,0,242,2,8,10,5,6,50,1,0
64090.0,316,58,161,76,51,135,1,6,9,4,5,66,1,0
78331.0,756,138,354,160,169,61,2,10,6,7,4,64,1,0
37087.0,194,55,134,15,0,3,3,4,2,8,6,48,1,0
21846.0,7,17,18,6,10,26,4,4,0,3,8,36,1,0
81320.0,183,33,493,59,103,57,1,4,3,10,2,64,0,0
54137.0,171,0,11,0,1,20,2,4,1,4,6,52,1,0
66825.0,243,101,405,29,40,40,1,4,5,6,2,55,0,0
57100.0,181,21,69,39,3,96,1,3,3,6,3,49,0,0
58917.0,151,7,89,0,7,28,5,4,1,6,5,53,3,0
85072.0,494,92,391,194,11,241,1,3,4,10,0,45,0,0
86429.0,464,28,873,29,18,37,0,7,4,7,2,61,0,1
45684.0,5,1,5,10,0,7,1,1,0,2,7,51,1,0
47889.0,29,0,29,0,5,4,1,2,0,3,5,48,1,0
45921.0,102,9,49,24,3,12,1,2,1,6,4,36,0,0
